AegisSat.A1Gregorian,AegisSat.ElapsedSecs,AegisSat.Earth.Altitude,AegisSat.Earth.Latitude,AegisSat.Earth.Longitude
27 Jul 2025 06:17:15.567,65830.53253426915,625.7940654960103,44.25874446278674,82.87632165907786
27 Jul 2025 06:18:51.206,65926.1713706539,625.0159481319606,41.40004745464155,89.52201542731483
27 Jul 2025 06:20:26.835,66021.80024933768,624.11771207928,38.14703027845918,95.53874563884703
27 Jul 2025 06:22:02.450,66117.41515455069,623.1411205487921,34.57319562300396,100.9851203107836
27 Jul 2025 06:23:38.048,66213.0132265971,622.1308783635286,30.74158378017036,105.9357289669612
27 Jul 2025 06:25:13.628,66308.59351056861,621.1326990532352,26.70497371343228,110.4688518216188
27 Jul 2025 06:26:49.190,66404.15559564717,620.191354059446,22.50722997854158,114.6597374331463
27 Jul 2025 06:28:24.733,66499.69896068797,619.348752299823,18.1849717528274,118.5777655380596
27 Jul 2025 06:30:00.259,66595.22461371962,618.6421179479939,13.76911014744466,122.2859550223415
27 Jul 2025 06:31:35.768,66690.73406128446,618.1023951152529,9.286331341881761,125.8415475016909
27 Jul 2025 06:33:11.264,66786.22962307418,617.7529107088158,4.760323122088659,129.2972199981828
27 Jul 2025 06:34:46.748,66881.71355151571,617.6083724269438,0.2128872819125479,132.7024911342133
27 Jul 2025 06:36:22.226,66977.19156222884,617.6742396750469,-4.335277426820425,136.1053679295648
27 Jul 2025 06:37:57.699,67072.66490558395,617.9465001326216,-8.863308375700672,139.5536067987844
27 Jul 2025 06:39:33.173,67168.13887380995,618.4118580215527,-13.34969761147614,143.0965614325858
27 Jul 2025 06:41:08.652,67263.61735883402,619.0483235711617,-17.77108891509832,146.7865171249942
27 Jul 2025 06:42:44.138,67359.10318609094,619.8261727841209,-22.10123811294525,150.6801524608823
27 Jul 2025 06:44:19.634,67454.60000328021,620.7092650305558,-26.30987615125067,154.8398530473463
27 Jul 2025 06:45:55.145,67550.11031962931,621.6566088099207,-30.3611977107383,159.3343508002476
27 Jul 2025 06:47:30.670,67645.63609807519,622.6241518783654,-34.21228974377465,164.238350952235
27 Jul 2025 06:49:06.212,67741.17777395295,623.566687048019,-37.81144539581027,169.6299614482838
27 Jul 2025 06:50:41.771,67836.73695878824,624.4398404292451,-41.09690229425507,175.5846912571405
27 Jul 2025 06:51:35.634,67890.59949195944,624.8855121474207,-42.78345975311265,179.2128340774225
27 Jul 2025 06:52:01.821,67916.78669432877,625.0873287597487,-43.55489342083735,-178.9492397860996
27 Jul 2025 06:52:23.195,67938.16027552821,625.2441212652802,-44.15936325266414,-177.4127766745785
27 Jul 2025 06:52:40.051,67955.01669970108,625.3624760787425,-44.61946403550861,-176.1778922628606
27 Jul 2025 06:52:46.632,67961.59780839225,625.4073712296658,-44.79500727450296,-175.6902280105604
27 Jul 2025 06:52:49.355,67964.32079641381,625.4257271215529,-44.8669571445215,-175.4875440919284
27 Jul 2025 06:52:51.844,67966.81001168909,625.4423935957575,-44.93237794029733,-175.3017958550363
27 Jul 2025 06:53:00.168,67975.13396542054,625.4973313199689,-45.14868317023407,-174.6774298593619
27 Jul 2025 06:53:25.039,68000.00487067737,625.654009470758,-45.77190687128649,-172.7824728791626
